-7.5, -5.7, -14.1
-5.7, -5.7, -14.1
-7.8, -6, -13.8
-6.9, -6.3, -14.7
-6.9, -5.1, -13.5
-6.9, -5.7, -14.1
-6.3, -4.5, -13.5
-6.9, -4.5, -13.5
-6.3, -4.5, -13.5
-6.9, -3.3, -11.7
-6.6, -3, -12
-6, -1.2, -11.4
-7.2, -1.8, -10.2
-6.6, -1.2, -10.2
-7.2, -0.6, -9
-7.5, -1.5, -10.5
-6.3, 0.3, -8.7
-6.3, 0.3, -8.7
-6.9, 0.9, -6.9
-6.3, 2.7, -5.1
-6.6, 2.4, -6
-7.5, 3.3, -4.5
-7.8, 3.6, -4.2
-6.6, 4.8, -3.6
-6.9, 5.1, -3.3
-6.6, 6, -2.4
-6.9, 5.7, -1.5
-6.9, 7.5, -0.9
-7.2, 6.6, -0.6
-6.9, 6.9, -1.5
-6.3, 8.7, 0.3
-7.5, 8.7, 1.5
-8.7, 8.7, 2.1
-8.7, 8.7, 2.1
-9, 9.6, 3.6
-9.3, 8.1, 2.7
-9.6, 9, 3.6
-9.9, 8.7, 3.3
-10.2, 10.2, 4.8
-11.1, 8.1, 4.5
-10.8, 10.2, 5.4
-10.8, 9.6, 5.4
-11.4, 10.2, 6.6
-10.8, 12, 8.4
-12, 10.8, 7.2
-12, 11.4, 8.4
-11.4, 10.8, 9
-11.1, 13.5, 10.5
-9.9, 14.7, 11.1
-11.4, 15, 11.4
-9.3, 15.9, 11.7
-9.3, 15.9, 12.3
-9.3, 14.7, 11.7
-9.3, 14.7, 11.7
-9.3, 17.1, 13.5
-9.3, 15.9, 12.3
-7.8, 17.4, 13.2
-9, 16.2, 13.8
-8.7, 17.7, 14.7
-7.5, 18.3, 15.9
-7.2, 18, 16.2
-6.6, 18, 15
-6.9, 19.5, 16.5
-7.2, 19.2, 16.8
-5.4, 18.6, 15.6
-5.7, 18.9, 15.3
-6.6, 18, 15.6
-7.5, 18.9, 17.1
-7.2, 19.8, 16.8
-6.9, 18.9, 16.5
-7.2, 19.8, 17.4
-7.2, 19.8, 17.4
-6, 19.2, 16.8
-6.3, 19.5, 18.3
-6.6, 19.8, 18
-5.7, 19.5, 17.1
-5.7, 20.1, 18.3
-4.8, 19.2, 17.4
-5.1, 20.1, 18.3
-5.4, 20.4, 18.6
-5.4, 21, 19.2
-5.4, 21, 19.2
-5.1, 20.4, 19.2
-6.3, 19.5, 18.9
-5.1, 21.3, 20.1
-7.2, 20.4, 19.8
-6.3, 20.1, 19.5
-5.7, 20.1, 18.9
-7.2, 19.2, 20.4
-7.5, 20.1, 20.1
-8.7, 18.9, 20.1
-7.8, 18.6, 19.8
-8.7, 18.9, 20.1
-7.5, 18.3, 19.5
-9.6, 18.6, 21
-7.8, 17.4, 18.6
-7.5, 18.3, 19.5
-8.7, 18.3, 20.1
-8.4, 18.6, 20.4
-9, 18, 19.8
-10.8, 16.8, 19.8
-9.6, 16.2, 18.6
-9.9, 17.1, 20.1
-11.1, 17.7, 20.1
-10.8, 16.2, 19.2
-9, 16.8, 19.8
-10.5, 15.9, 18.9
-10.5, 15.9, 19.5
-11.7, 17.1, 20.7
-11.4, 15.6, 20.4
-12, 16.8, 20.4
-12, 15, 20.4
-12.6, 15, 19.2
-11.7, 16.8, 20.4
-10.8, 15, 19.8
-11.1, 15.3, 19.5
-11.7, 15.3, 20.7
-10.8, 16.2, 19.8
-10.5, 15.9, 20.1
-10.8, 15.6, 20.4
-11.4, 15.6, 20.4
-9.6, 16.8, 21.6
-9.3, 17.1, 21.9
-9.9, 16.5, 21.3
-10.5, 16.5, 21.3
-9, 16.2, 20.4
-9.6, 15.6, 21
-9.6, 16.2, 21
-10.2, 15.6, 21
-9.6, 16.8, 22.2
-8.4, 16.8, 20.4
-9.3, 16.5, 20.7
-10.2, 16.2, 21
-11.1, 15.9, 20.7
-11.1, 15.9, 21.3
-10.2, 15, 20.4
-10.8, 15, 21
-11.1, 14.7, 21.9
-11.1, 14.7, 21.3
-12, 14.4, 21
-11.4, 13.8, 21
-12.6, 13.2, 21
-11.4, 13.8, 20.4
-12.9, 12.3, 21.3
-13.2, 10.8, 20.7
-12.6, 13.8, 21.6
-11.7, 11.7, 19.5
-12, 12.6, 21
-12.6, 12.6, 20.4
-13.5, 11.7, 20.7
-11.4, 12.6, 19.8
-13.5, 12.9, 20.7
-11.1, 13.5, 20.1
-12.6, 12.6, 19.8
-12, 12.6, 19.8
-12.3, 13.5, 20.7
-12, 13.2, 20.4
-12.3, 12.9, 20.7
-12.3, 12.9, 20.1
-11.7, 12.9, 19.5
-11.7, 12.9, 20.1
-12, 13.8, 21
-13.5, 12.9, 21.3
-13.2, 12.6, 19.8
-12.9, 12.3, 20.1
-12.9, 11.7, 18.9
-12.6, 12.6, 19.8
-14.7, 11.1, 19.5
-14.1, 11.1, 18.9
-14.7, 11.1, 18.9
-15.9, 11.1, 18.3
-14.1, 11.1, 18.3
-14.7, 11.1, 17.7
